track_id,track_name,artists,album_name,track_genre,popularity,duration_ms,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,cluster_k5,cluster_label,cluster_k2,cluster_dbscan
0n7xzlseXIha1RBIyDU5kT,Intergalactic Controversy,Farzad Golpayegani,Nine,iranian,4,309537,0.511,0.961,-9.751,0.0693,0.0501,0.865,0.126,0.229,114.984,2,High-Energy / Instrumental / Melancholic / Fast,0,-1
1Txy239Azz9buzEQ9034kF,On Your Way,Omar S;Diviniti,The Best!,detroit-techno,37,477737,0.81,0.59,-9.865,0.0407,2.31e-05,0.597,0.0714,0.515,120.007,2,High-Energy / Instrumental / Melancholic / Fast,0,-1
1L4U5ikDKnskqKUpe1Knzc,Someone Else's Arms,Mae,The Everglow,piano,30,309104,0.519,0.893,-5.037,0.0758,0.001,0.000931,0.433,0.525,142.022,0,High-Energy / Fast / Live,0,0
6y6xhAgZjvxy5kR5rigpY3,Chasing Stars (feat. James Bay),Alesso;Marshmello;James Bay,Chasing Stars (feat. James Bay),house,72,170457,0.594,0.64,-6.865,0.033,0.0169,0.0,0.135,0.492,92.871,4,High-Energy / Dance-Party / Vocal-Heavy,0,0
7btDLw56SKQgIGSnQmG1Th,Bomb,Avrosse,Bomb,minimal-techno,16,375000,0.808,0.678,-12.26,0.0653,0.00215,0.943,0.0572,0.072,128.001,2,High-Energy / Instrumental / Melancholic / Fast,0,-1
7DAK5vw0n5xIXEbQqNjB49,Time to Burn - 2005 Remaster,Pennywise,Unknown Road (2005 Remaster),hardcore,32,136813,0.253,0.988,-5.477,0.0936,0.0034,0.0118,0.071,0.436,157.109,0,High-Energy / Fast / Live,0,0
1ufTn3uif8JrqcSU9TucTv,Vê Se Pode,Dj Chris No Beat;Hugo e Heitor,Vê Se Pode,sertanejo,48,163046,0.737,0.846,-3.877,0.147,0.533,0.0,0.18,0.703,129.878,4,High-Energy / Dance-Party / Vocal-Heavy,0,0
733tju3KUeatsbjcTRQ04i,Yorktown (The World Turned Upside Down),Original Broadway Cast of Hamilton,Hamilton (Original Broadway Cast Recording),show-tunes,64,242587,0.76,0.883,-5.397,0.25,0.297,0.0,0.727,0.51,98.012,4,High-Energy / Dance-Party / Vocal-Heavy,0,0
0b9fULR24FUxNnT4co5GWA,Fairytale of New York (Edit) - Radio Edit,The Pogues;Kirsty MacColl,Christmas Time,punk,0,275896,0.38,0.346,-14.313,0.0417,0.648,0.000139,0.0511,0.358,117.916,1,Acoustic / Slow,1,0
1slEC1v1jCteZtPpkXFj5j,Sendu,For Revenge,Auristella,hardcore,35,231843,0.496,0.876,-2.982,0.0414,7.62e-05,0.363,0.283,0.351,140.022,2,High-Energy / Instrumental / Melancholic / Fast,0,0
5YJ17x3Xhuq4aJvn5R4xxj,Alles Kan Kapot - Radio Edit,Rizer;Aarthos;Alex Soze,Alles Kan Kapot (Radio Edit),hardcore,34,133168,0.393,0.958,-2.075,0.119,0.1,2.16e-05,0.208,0.146,160.261,0,High-Energy / Fast / Live,0,0
3OpfrN3L1WDBXUYC2z2b8p,In The Androgynous Dark,Brambles,Charcoal,ambient,53,283000,0.591,0.116,-17.019,0.0397,0.922,0.937,0.0903,0.0735,112.555,3,Calm / Acoustic / Instrumental / Melancholic / Slow,1,1
76geM1DVJlXjlXZtmkEjPN,Eu Sou Perfeito (Soldier Boy),anirap,Eu Sou Perfeito (Soldier Boy),r-n-b,44,222857,0.538,0.789,-5.7,0.0829,0.558,0.0,0.514,0.458,167.976,0,High-Energy / Fast / Live,0,0
2bCsFEdKi0EXK8GWSkNClD,Las Güilotas,Chuy Lizarraga y Su Banda Tierra Sinaloense,Mudanzas A La Luna,r-n-b,42,181440,0.729,0.899,-1.492,0.0468,0.423,8.44e-05,0.106,0.974,145.095,4,High-Energy / Dance-Party / Vocal-Heavy,0,-1
5iMBVU075yIxqDs8DelYrf,"Roots, Rock, Reggae",Sweet Little Band,Bob Marley For Babies,children,30,171546,0.706,0.208,-16.906,0.031,0.728,0.706,0.208,0.687,136.02,3,Calm / Acoustic / Instrumental / Melancholic / Slow,1,-1
7xNQMlboWKQvUzI1FxG6Cs,Ora Pro Nobis Lucifer,Behemoth,The Satanist,death-metal,44,335213,0.105,0.986,-4.138,0.108,1.51e-05,4.6e-05,0.0746,0.0591,176.042,0,High-Energy / Fast / Live,0,-1
0xCaQb8CfEuBCBZANmpf5b,Deséame Suerte,Jhayco;KAROL G;Haze,Perreo Tenebroso Vol. 1,reggaeton,0,208160,0.723,0.622,-5.184,0.0467,0.189,5.86e-05,0.107,0.538,94.024,4,High-Energy / Dance-Party / Vocal-Heavy,0,0
7c9feZKNvthiW1H0NToeFK,For You,Mazoulew;Sebastian Davidson,For You,french,53,188244,0.653,0.717,-7.612,0.0328,0.0196,0.928,0.148,0.0769,115.016,2,High-Energy / Instrumental / Melancholic / Fast,0,3
4cNOOkWBjY41prOyd2r6Jz,Manohari,Divya Kumar;Neeti Mohan,Baahubali - The Beginning,indian,55,216742,0.583,0.8,-6.95,0.0863,0.0864,0.0,0.115,0.797,159.998,4,High-Energy / Dance-Party / Vocal-Heavy,0,0
6156ZPGcezId0Bmw7x7c7K,The Sin and the Sentence,Trivium,The Sin and the Sentence,metalcore,54,349869,0.517,0.97,-3.992,0.0767,0.000386,0.00026,0.0413,0.476,100.036,0,High-Energy / Fast / Live,0,0
7DtuFvOjcJSFuCVeq3U7ns,(......醉鬼阿Q)(feat. 孫燕姿),吳青峰;Stefanie Sun,馬拉美的星期二,mandopop,41,216399,0.586,0.79,-6.834,0.0453,0.0254,0.000761,0.138,0.228,120.067,0,High-Energy / Fast / Live,0,0
4LxNjTEnb4uh1gUg1Y5Ycp,"Promises, Promises - US Single Version",Naked Eyes,Naked Eyes,synth-pop,55,225840,0.746,0.895,-5.381,0.0658,0.102,0.000242,0.0594,0.753,115.693,4,High-Energy / Dance-Party / Vocal-Heavy,0,0
4rq928bInvxoDlfWr6nstY,The Golden Sky,Cut Worms,Nobody Lives Here Anymore,garage,28,235206,0.284,0.18,-17.289,0.0333,0.662,0.0346,0.351,0.418,176.745,1,Acoustic / Slow,1,-1
2QNskthot9ctTMoDWrCXcc,Lunar Cycles,Project AER;v i v,How Are You? I'm Okay,ambient,7,168999,0.669,0.161,-22.266,0.0468,0.948,0.914,0.0979,0.189,127.056,3,Calm / Acoustic / Instrumental / Melancholic / Slow,1,1
6p9Frj8pPOCWol6HMFihSs,I Believe - Live,Bethel Music;Jonathan David Helser;Melissa Helser,Homecoming (Live),ambient,52,456000,0.44,0.702,-6.759,0.0325,0.0197,3.79e-05,0.109,0.295,143.99,0,High-Energy / Fast / Live,0,0
4GNAkByimF0pxX2vgG35Z3,The Dreams that Stuff is Made Of,Jóhann Jóhannsson,The Theory of Everything (Original Motion Picture Soundtrack),ambient,55,111836,0.36,0.0854,-20.406,0.0343,0.993,0.737,0.115,0.0773,58.322,3,Calm / Acoustic / Instrumental / Melancholic / Slow,1,1
6pxElwU80zhjbCC77Vn8EI,Movie,Tom Misch,Geography,soul,66,357357,0.785,0.379,-11.446,0.0732,0.391,0.0161,0.267,0.182,122.043,1,Acoustic / Slow,1,0
7DIn6SjWo3e5BPLIsqPKjG,I Wish I Looked a Little Better,Sparks,In Outer Space,synth-pop,24,178773,0.756,0.518,-9.192,0.0544,0.0395,0.0172,0.078,0.443,78.292,4,High-Energy / Dance-Party / Vocal-Heavy,0,0
188TDPhgzmi4Aul27nWlEf,Tighten Up,The Bamboos,Tighten Up - Single,afrobeat,18,230960,0.569,0.949,-4.694,0.0502,0.0224,0.862,0.0701,0.968,131.921,2,High-Energy / Instrumental / Melancholic / Fast,0,-1
1kFhUVgekAWjOWX2ZzvsCN,Malle DNA,Rick Arena,Malle DNA,disco,34,190160,0.639,0.951,-2.335,0.122,0.0473,0.0,0.294,0.695,137.986,0,High-Energy / Fast / Live,0,0
6SIVSBnYbdVUcXJQJGDe0C,Rescue Me,Al B. Sure!,In Effect Mode,disco,33,237626,0.762,0.439,-13.594,0.0398,0.013,6.56e-06,0.0912,0.595,100.951,4,High-Energy / Dance-Party / Vocal-Heavy,1,0
3eNSC9m8CukWPWdef8znPg,Mountain Peaks,Stephen Sanchez,Easy On My Eyes,singer-songwriter,54,208400,0.473,0.424,-8.144,0.0355,0.671,8.13e-06,0.336,0.297,118.073,1,Acoustic / Slow,1,0
1cRzZTYLpzmxr3QtaXqfw0,Carta a María,Lepoka,Beerserkers,spanish,27,300846,0.505,0.863,-4.346,0.0465,0.00237,0.158,0.102,0.739,94.998,2,High-Energy / Instrumental / Melancholic / Fast,0,0
3LaQXcw7Z8fB937bfDNIWL,The Diamond Four,Momoiro Clover Z,MOMOIRO CLOVER Z,j-idol,23,225160,0.777,0.949,-2.488,0.0585,0.306,1.63e-05,0.299,0.85,109.992,4,High-Energy / Dance-Party / Vocal-Heavy,0,0
34F2qwUwhOfInM11eYLWz5,Mühürlü Kaderim,Nev,Sen Gibi,turkish,46,265775,0.408,0.658,-4.961,0.0387,0.161,0.0,0.113,0.48,165.051,0,High-Energy / Fast / Live,0,0
1px3gwlDylHBi5JjjNErmU,Sober,SHRK;Shiloh Dynasty,Sad Hours,chill,53,135761,0.757,0.142,-18.249,0.049,0.473,0.539,0.122,0.0383,110.164,3,Calm / Acoustic / Instrumental / Melancholic / Slow,1,1
0BhIaqQwmn9mbG9pCuIMDs,Hollow Lands,Alphaxone,Dystopian Gate,iranian,6,325859,0.121,0.139,-24.034,0.0366,0.111,0.854,0.107,0.0393,96.548,3,Calm / Acoustic / Instrumental / Melancholic / Slow,1,-1
47PMj50EMo1KoUacwcfzk2,Running in Circles,FIL BO RIVA,Frühstücksmusik Herbst/Winter 2022/2023,german,0,191358,0.616,0.791,-4.38,0.0321,0.0487,0.0,0.217,0.801,134.009,0,High-Energy / Fast / Live,0,0
7sBFCEUPLZ79dM3jeNupVe,Rock mi - Remix,voXXclub;Hardy & Mark,Karneval 2022 100%,party,0,163026,0.6,0.931,-4.607,0.106,0.111,0.0,0.0863,0.847,168.04,0,High-Energy / Fast / Live,0,0
5w9o8SPAR4MHyIqDBl8ux6,The Lucky One,Faith Hill,Good Times Country,country,0,216426,0.674,0.866,-4.067,0.0328,0.0739,0.0,0.377,0.684,119.991,0,High-Energy / Fast / Live,0,0
7jR0ezj19qPMx5Ts9ge9I6,Walk On Water (with RØRY & Dylan Matthew)- Love Is Gone pt. 2,SLANDER;RØRY;Dylan Matthew,Thrive,dubstep,46,383636,0.474,0.571,-6.671,0.0397,0.174,0.0,0.142,0.152,132.108,1,Acoustic / Slow,1,0
3TLpjiEOF1b2jbzp0SqBB6,Worlds On Fire,Afrojack;R3HAB;Au/Ra,Electro sounds,electro,1,174193,0.621,0.756,-5.623,0.114,0.0752,1.17e-06,0.65,0.265,124.039,0,High-Energy / Fast / Live,0,0
2NqfkA2lQHqAezTY5h2EZ1,If We Try,Don McLean,Sweet Home Alabama,singer-songwriter,0,215226,0.565,0.403,-12.425,0.0303,0.674,0.0,0.103,0.48,109.62,1,Acoustic / Slow,1,0
6zWVRHzx7XHwzBgTwivaCv,You Are My Religion,Firehouse,Good Acoustics,metal,50,243760,0.59,0.882,-5.642,0.0293,0.00704,0.0,0.0654,0.917,140.014,4,High-Energy / Dance-Party / Vocal-Heavy,0,0
3BIc6CjDJxm6P1qCls2nKa,Alone,Lund,Gold,chill,54,254000,0.741,0.354,-15.505,0.0812,0.656,0.702,0.384,0.037,120.018,3,Calm / Acoustic / Instrumental / Melancholic / Slow,1,0
6fSNK6QlZskYmKTvJnNH5P,You'll Never Walk Alone,Gerry & The Pacemakers,The Very Best Of Gerry & Pacemakers,british,58,159546,0.474,0.365,-5.446,0.0306,0.251,2.02e-06,0.186,0.219,113.207,1,Acoustic / Slow,1,0
2IO7yf562c1zLzpanal1DT,Gasoline,Halsey,BADLANDS (Deluxe),indie-pop,72,199593,0.731,0.58,-7.328,0.0399,0.223,0.0,0.129,0.319,119.997,1,Acoustic / Slow,0,0
4sklNb2Rh7DZLZD0PWsvzN,Questions au petit-déjeuner,Germaine Franco,Encanto: La fantastique famille Madrigal (Bande Originale Française du Film),disney,27,85866,0.497,0.102,-23.235,0.0536,0.891,0.75,0.0947,0.12,127.724,3,Calm / Acoustic / Instrumental / Melancholic / Slow,1,1
2BIzYGq1Pyv5SLWEQbgNM4,Dit Is Mijn Leven,Neophyte;Drokz,Harder Tunes Forever - 100% the Best in Hardstyle and Hardcore,hardcore,0,169200,0.543,0.999,-0.918,0.18,0.0865,0.00042,0.368,0.0466,99.99,0,High-Energy / Fast / Live,0,0
5ZSl6gDoV6bPPxzmLeneV9,Rise,Jonas Blue;Jack & Jack,Blue,dance,71,194407,0.687,0.785,-4.65,0.0333,0.327,0.0,0.203,0.655,106.046,4,High-Energy / Dance-Party / Vocal-Heavy,0,0
14NaO9up1fvbgK5MxvRbht,Take Me,George Jones;Tammy Wynette,George Jones and Tammy Wynette - 16 Biggest Hits,honky-tonk,17,141933,0.366,0.174,-13.907,0.0327,0.919,3.19e-06,0.0982,0.349,103.288,1,Acoustic / Slow,1,0
66t429vEmiqGQoXSrBEGYP,"Can't Help Falling In Love - Live at Mid-South Coliseum, Memphis, TN - March 1974",Elvis Presley,Elvis Recorded Live on Stage in Memphis (Legacy Edition),rockabilly,24,98546,0.448,0.799,-7.572,0.0511,0.305,2.97e-05,0.937,0.688,51.953,1,Acoustic / Slow,0,0
0HLLXulya71QkF53jef2U3,Kovdum,Ceylan Ertem,Yine De Amin,j-pop,39,225777,0.483,0.49,-7.935,0.04,0.819,0.000109,0.157,0.247,77.141,1,Acoustic / Slow,1,0
4OH2bpEQzdYBXmOebVKWLn,Cat's Love Theme,George Bruns,Walt Disney Records The Legacy Collection: The Aristocats,disney,21,153800,0.231,0.0239,-27.821,0.0398,0.979,0.725,0.18,0.0605,113.51,3,Calm / Acoustic / Instrumental / Melancholic / Slow,1,1
1Yq0YZMgEVYPL1DGjdiclR,Plot Twist,Timothy Infinite,As The Curtain Falls,study,5,133828,0.712,0.525,-5.522,0.0383,0.224,0.953,0.105,0.134,85.995,2,High-Energy / Instrumental / Melancholic / Fast,1,-1
0815caqt2Lytro5EIzMufT,You And Me,Lifehouse,Lifehouse,alternative,76,195493,0.459,0.427,-7.734,0.0267,0.114,0.0,0.168,0.354,139.902,1,Acoustic / Slow,1,0
0pzPfzBwovCvzNkk8OZLw1,Even So Come - Live,Passion;Chris Tomlin,Passion: Even So Come (Live),world-music,43,439573,0.31,0.737,-5.427,0.0317,0.0321,1.25e-06,0.107,0.186,161.982,0,High-Energy / Fast / Live,0,0
0zNeZTy7nLEWCRrBgjrBx5,Impacto,Enjambre,El Segundo Es Felino,alt-rock,45,238160,0.727,0.706,-6.235,0.0247,0.067,0.000176,0.133,0.772,108.499,4,High-Energy / Dance-Party / Vocal-Heavy,0,0
65dvxc4Kctq3JIJ2BkKKMj,Munbe Vaa,Naresh Iyer;Shreya Ghoshal,Sillunu Oru Kadhal (Original Motion Picture Soundtrack ),pop-film,68,357006,0.602,0.758,-9.416,0.0324,0.25,3.93e-05,0.209,0.788,141.108,4,High-Energy / Dance-Party / Vocal-Heavy,0,0
3uFvywKU5OfmVJTY5rfoa8,Tiderays,Nils Hoffmann,Armada Electronic Elements - ADE 2022,minimal-techno,1,220022,0.731,0.718,-10.244,0.0484,0.00726,0.885,0.148,0.661,120.03,2,High-Energy / Instrumental / Melancholic / Fast,0,-1
3BIDLsbt2mhciopVG1tuBw,Eu Sou,Oficina G3,Depois da Guerra,metal,39,352432,0.359,0.924,-4.096,0.0719,0.000377,5.96e-06,0.0982,0.422,199.91,0,High-Energy / Fast / Live,0,0
0UyQk1YM3ZEo3e7NhjNO1i,Por Si No Te Has Dado Cuenta,Fernando Corona,Por Si No Te Has Dado Cuenta,idm,8,180886,0.582,0.6,-6.147,0.118,0.55,0.0,0.263,0.899,160.065,4,High-Energy / Dance-Party / Vocal-Heavy,0,0
1XoqRWIkL2Q0DJ7PGA8cjx,Toque no Altar - Ao Vivo,Trazendo a Arca,Toque no Altar (Ao Vivo),groove,34,289880,0.582,0.898,-5.121,0.0434,0.0345,0.0,0.773,0.426,119.943,0,High-Energy / Fast / Live,0,0
48OJn89DqJya6i1z1Tckwg,Bleeding For The Harder Styles,The Beholder;Zany,Bleeding For The Harder Style,hardstyle,20,382806,0.69,0.811,-5.785,0.0584,0.0748,0.00123,0.0473,0.0896,74.997,4,High-Energy / Dance-Party / Vocal-Heavy,0,0
5AOrknyCsTI1KUBr92efWi,Little Drummer Boy,Chris Tomlin,Alternative Christmas 2022,alt-rock,0,215373,0.699,0.585,-5.755,0.0297,0.246,0.000329,0.0975,0.757,124.054,4,High-Energy / Dance-Party / Vocal-Heavy,0,0
5tx5uLAzl1DNvFdYMIU36i,Love in Undercover,Costa Mee,Love in Undercover / the Compilation,groove,40,354782,0.772,0.58,-6.335,0.0382,0.00726,0.313,0.136,0.545,114.975,2,High-Energy / Instrumental / Melancholic / Fast,0,-1
7EnSPleg0AXdNSYTXsosgU,User,Dale Howard,Big T,minimal-techno,18,182000,0.803,0.727,-11.09,0.0875,0.000999,0.54,0.144,0.345,128.001,2,High-Energy / Instrumental / Melancholic / Fast,0,2
4yqNNPoc2JCqHwp3EDLrXE,killer,FKA twigs,Good Vibes,trip-hop,2,176876,0.401,0.619,-7.035,0.21,0.168,0.0,0.272,0.757,78.763,4,High-Energy / Dance-Party / Vocal-Heavy,0,0
4JvmGac2Ew2OTMe1QJlNzS,Problemón,Alvaro Diaz;Rauw Alejandro,Última Misión Reggaeton,reggae,0,193013,0.729,0.737,-3.727,0.064,0.275,7.58e-06,0.137,0.369,91.99,4,High-Energy / Dance-Party / Vocal-Heavy,0,0
6YV9Ci9r6Gup1l0Ea469aC,Give Me Light,Marti West,Give Me Light,goth,50,226000,0.579,0.266,-18.156,0.0358,0.954,0.807,0.11,0.324,115.87,3,Calm / Acoustic / Instrumental / Melancholic / Slow,1,1
47DeTufpEGrePu6TaVEuoN,Epilogue,Jóhann Jóhannsson,The Theory of Everything (Original Motion Picture Soundtrack),ambient,60,108968,0.252,0.0875,-24.711,0.0403,0.989,0.873,0.108,0.126,135.774,3,Calm / Acoustic / Instrumental / Melancholic / Slow,1,1
5CE0k1VmTXgCtaa5L288LP,KILL DEM,Jamie xx,KILL DEM,garage,67,223536,0.788,0.873,-6.188,0.0431,0.00344,0.311,0.332,0.291,128.004,2,High-Energy / Instrumental / Melancholic / Fast,0,0
6qOCyu8agpod9VK4EdZqzt,Lonely Lullaby,Vaboh;SoLonely,Lonely Lullaby,emo,35,101383,0.619,0.639,-9.893,0.0501,0.0115,0.0,0.0842,0.382,82.495,4,High-Energy / Dance-Party / Vocal-Heavy,0,0
2VDsrBo8UWoa8FXNIbaQaa,Na Jaana Kahin Door,Sonu Nigam,Na Jaana Kahin Door,pop-film,47,224234,0.618,0.303,-14.709,0.0381,0.927,0.00549,0.077,0.341,125.026,1,Acoustic / Slow,1,0
4VwZ9jqqM8rl5SqjdxHVka,You Got Jokes,Khantrast,You Got Jokes,sad,55,145379,0.754,0.677,-9.005,0.224,0.119,0.0,0.261,0.756,101.91,4,High-Energy / Dance-Party / Vocal-Heavy,0,0
3DyEHHrWR377d05LGmP8tN,Veils,Jarhead Fertilizer;Purge,Always Faithful,grindcore,16,69429,0.256,0.959,-4.373,0.306,0.00295,0.256,0.152,0.331,69.736,2,High-Energy / Instrumental / Melancholic / Fast,0,0
4qqXbRF8ZWBLP9wwL8QtzB,Adagio,Secret Garden,Songs From A Secret Garden,new-age,54,175040,0.115,0.328,-11.154,0.0416,0.911,0.771,0.101,0.0611,51.096,3,Calm / Acoustic / Instrumental / Melancholic / Slow,1,1
1LzvuqP3L5Q7G61kUBgfCJ,VYZEE,SOPHIE,VYZEE,club,49,202531,0.891,0.571,-5.568,0.332,0.147,0.0,0.715,0.733,129.994,4,High-Energy / Dance-Party / Vocal-Heavy,0,0
6PCoZdjSPbRMehHviTrpB3,Quo vadis?,Electroforez,Quo vadis?,synth-pop,39,222546,0.581,0.879,-5.346,0.031,0.0116,0.000134,0.116,0.513,109.979,0,High-Energy / Fast / Live,0,0
1vJKGim3Nva6XjOtanpXQA,"Deschutes River Sunrise (Oboe, Cello, Piano) [feat. Nancy Rumble & Emil Miland]",Karen Marie Garrett;Nancy Rumble;Emil Miland,It's About Love,new-age,20,304733,0.172,0.155,-17.506,0.041,0.842,0.836,0.137,0.0954,112.558,3,Calm / Acoustic / Instrumental / Melancholic / Slow,1,1
6Nenm0bjHwjCbTet7Zb9VH,From the Day,I AM THEY,I AM THEY,world-music,48,219626,0.576,0.837,-5.877,0.0326,0.000215,0.0,0.191,0.419,118.974,0,High-Energy / Fast / Live,0,0
575U2JxOxkUIVIRqUX93aT,Percal,Carlos Lombardi;Los Românticos De La Noche,Lo Mejor Del Tango,tango,16,169160,0.595,0.315,-12.752,0.0344,0.699,0.85,0.325,0.471,119.658,3,Calm / Acoustic / Instrumental / Melancholic / Slow,1,0
4noOfdgUVxheBJnvOTSKhB,Whippet,eXterio,Vous êtes ici,punk-rock,37,197786,0.678,0.833,-3.933,0.0431,0.0327,0.0,0.0691,0.63,125.176,4,High-Energy / Dance-Party / Vocal-Heavy,0,0
4F1AgKpuFRMLEgtPETVwZk,You've Got To Hide Your Love Away - Remastered 2009,The Beatles,Help! (Remastered),british,65,129120,0.398,0.392,-9.05,0.0282,0.207,0.0,0.102,0.378,184.267,1,Acoustic / Slow,1,0
43wLf5iwEFm65mp6K06kVy,Bawara Mann,Jubin Nautiyal;Neeti Mohan,Jolly Ll.B 2,k-pop,51,216073,0.474,0.454,-8.334,0.0259,0.678,0.00175,0.313,0.338,85.046,1,Acoustic / Slow,1,0
05ET8TiuscvijP4b4b1Jg9,"Part of Your World - From ""The Little Mermaid Live!""",Auli'i Cravalho,The Little Mermaid Live!,show-tunes,46,190830,0.409,0.224,-9.095,0.0405,0.927,0.0,0.106,0.227,100.916,1,Acoustic / Slow,1,0
4UYfhV2tepj0Sl1R7MGh6k,Sonbahardan Çizgiler,Yeni Türkü,Yeni Türkü Koleksiyon,j-rock,33,210800,0.568,0.23,-18.455,0.0343,0.464,2.14e-06,0.176,0.303,105.872,1,Acoustic / Slow,1,0
1hgitBIufJCzMGWatsfA6l,Lokon materi,Izabella Jur'eva,Velikie ispolniteli Rossii XX veka: Izabella Jur'eva (Deluxe Version),romance,0,192039,0.41,0.144,-13.811,0.133,0.992,0.00609,0.145,0.158,145.496,1,Acoustic / Slow,1,0
33vATcVHXVW9yLZFWkQ6Un,Cambalache,Tita Merello;Francisco Canaro Y Su Orquesta Tipica,Serie De Oro,tango,25,152093,0.648,0.366,-8.342,0.262,0.855,0.0,0.0773,0.727,130.754,4,High-Energy / Dance-Party / Vocal-Heavy,1,0
2vH5Fy44mcCDUrUk0XbvfH,This Calling,All That Remains,The Fall Of Ideals,metalcore,58,218533,0.543,0.988,-2.672,0.0906,1.08e-05,0.000855,0.317,0.245,108.058,0,High-Energy / Fast / Live,0,0
0snTPp0nuRRb0Z0D2EVWfJ,Burps and Farts (Jfl 2000),Carl Barron,"Just for Laughs - The Archives, Vol. 57",comedy,22,197597,0.543,0.812,-16.197,0.932,0.821,0.0,0.85,0.0599,96.715,1,Acoustic / Slow,1,-1
5LI5DHVYrtMKJQaedaUhTS,Shine,Broken Back,Shine,french,63,171870,0.683,0.758,-7.29,0.163,0.284,0.0,0.312,0.686,95.956,4,High-Energy / Dance-Party / Vocal-Heavy,0,0
2N1YmQUrZmnoHfyVI28MbX,Industrial Love - VNV Nation Remix,In Strict Confidence,Industrial Love / Prediction,industrial,22,345560,0.599,0.715,-10.26,0.0323,0.0136,0.0307,0.0969,0.253,97.132,1,Acoustic / Slow,0,0
7bZS37zs7WNnQ6me2ooOri,So Weit Wie Noch Nie,Jürgen Paape,Hôtel Costes 15,minimal-techno,49,261133,0.801,0.684,-8.355,0.0448,0.0843,0.222,0.222,0.293,119.977,2,High-Energy / Instrumental / Melancholic / Fast,0,0
2YsmKB2d5gJcFXuWIa3SJh,Santa Clara Clareou,Jorge Ben Jor,Bem-Vinda Amizade,mpb,43,211133,0.472,0.564,-15.053,0.0932,0.103,5.58e-06,0.0645,0.627,201.561,4,High-Energy / Dance-Party / Vocal-Heavy,0,0
6DtlUctTWpkUDd7nrMWjPw,Fünffleck-Widderchen,Dominik Eulberg,Mannigfaltig,minimal-techno,19,548000,0.567,0.643,-10.134,0.129,0.487,0.898,0.106,0.251,120.008,2,High-Energy / Instrumental / Melancholic / Fast,1,-1
70ks0cpMRoHNJshUWB8hxJ,Moonrise City,Justnormal,"If you're with me, you're with me.",study,9,136544,0.541,0.504,-8.12,0.0529,0.785,0.323,0.107,0.435,101.444,3,Calm / Acoustic / Instrumental / Melancholic / Slow,1,-1
23gcQr3NRKzLXsP9H5jFQ1,my new love,Elijah Who,Gentle Boy,sad,64,65790,0.614,0.277,-11.943,0.042,0.967,0.891,0.0698,0.236,84.938,3,Calm / Acoustic / Instrumental / Melancholic / Slow,1,1
7qMCYAkTTbFOw1hUXvAAje,Humara Ho Gaya,Osho Jain;Sanchi,Saar,indian,52,157674,0.657,0.249,-12.8,0.0528,0.929,0.0,0.0965,0.226,148.027,1,Acoustic / Slow,1,0
769Fq73HiVK9qfOQKKvpLB,Sorted For E's & Wizz,Pulp,Fiesta temática 90s,alt-rock,0,217666,0.507,0.9,-5.513,0.0635,0.226,0.0,0.377,0.536,94.466,0,High-Energy / Fast / Live,0,0
1utTJXz5WzG0tONsJYKywl,darjeeling (feat jorja smith & unknown t),FKA twigs;Jorja Smith;unkown t,CAPRISONGS,trip-hop,52,183666,0.5,0.481,-9.943,0.506,0.211,0.0,0.078,0.516,193.885,4,High-Energy / Dance-Party / Vocal-Heavy,0,0
7qpXCkcr3Zj4LDvdiWryns,Erro Antigo - Ao Vivo,Diego & Victor Hugo,Erro Antigo / Se Duvidar,sertanejo,52,171096,0.625,0.826,-4.437,0.0692,0.553,0.0,0.355,0.64,147.83,0,High-Energy / Fast / Live,0,0
4jYt1pQqg2mIZmY4FWCZEM,Record Player (with AJR),Daisy the Great;AJR,Record Player (with AJR),indie,70,149538,0.665,0.684,-7.049,0.106,0.247,0.0,0.0636,0.927,73.986,4,High-Energy / Dance-Party / Vocal-Heavy,0,0
5m3GmwLuZSP00IzHdxsDIV,Cuarteles De Invierno,Andrés Calamaro,Música para casa,alternative,0,212440,0.488,0.627,-7.266,0.0295,0.429,0.000133,0.114,0.482,78.979,1,Acoustic / Slow,1,0
0rOdLG3DGB6JLAZDG92dSa,Fuzuê - Ao Vivo,TIAGO IORC,Acústico MTV Tiago Iorc (Ao Vivo),r-n-b,40,260174,0.545,0.654,-14.689,0.0493,0.22,3.3e-05,0.693,0.576,96.094,1,Acoustic / Slow,1,0
2j7KVMviah3jDLrmtt7sx5,Como Dizia O Mestre,Benito Di Paula,Benito Di Paula,samba,39,171666,0.579,0.477,-9.784,0.0327,0.137,0.0,0.0765,0.398,87.092,1,Acoustic / Slow,1,0
0SzwttY3oCODcDna3I9I2l,Quiero Ser luz,Los Indios Tacunau,Zambas From Argentina To The World,guitar,25,195106,0.554,0.476,-11.698,0.0608,0.739,2.1e-05,0.103,0.626,171.654,1,Acoustic / Slow,1,0
4giSI3cHFBLK5frUM65rWF,Convénceme - Versión Banda,Shaila Dúrcal,Así,spanish,29,197706,0.638,0.379,-9.369,0.0366,0.683,0.0,0.32,0.843,89.787,1,Acoustic / Slow,1,0
