Unnamed: 0,track_id,artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre,Cluster_KMeans_Statistical,Cluster_KMeans_Business,Cluster_DBSCAN,Cluster_Label
81115,5G7pZ8G8NFvS1MQ9H4L7dC,Javed-Mohsin;Arijit Singh;Shreya Ghoshal,Pal,Pal,72,247286,False,0.51,0.502,7,-7.016,0,0.0325,0.71,0.0,0.0708,0.321,133.885,4,pop,1,3,0,Acoustic
78423,1wjH0173CvH5ZqR9LF8aZY,Max Weidner,Schau ma moi,Schau ma moi,29,164393,False,0.579,0.897,1,-3.708,1,0.0464,0.157,0.0,0.117,0.768,125.024,4,party,0,5,0,High Energy Dance / Upbeat
95800,0XynnWU4lnJDkziTWxrhIL,Marc Anthony,Marc Anthony,You Sang To Me,42,347333,False,0.58,0.89,10,-5.406,1,0.029,0.00915,1.65e-06,0.19,0.758,165.985,4,salsa,0,5,0,High Energy Dance / Upbeat
70460,1M54Y8kZqO2kx8Qk7nSe4B,David Tao,陶喆同名專輯,沙灘,43,239626,False,0.553,0.328,1,-13.892,1,0.03,0.382,0.0,0.153,0.206,92.007,4,mandopop,1,3,0,Acoustic
89826,5oAPoGFM22cx3jxU34kIbo,Drago200;Ak4:20,INMORTALES,BESOS DE HIELO,43,189130,True,0.609,0.72,0,-5.564,0,0.35,0.111,0.0,0.121,0.472,184.094,4,reggaeton,0,2,0,High Energy Dance / Upbeat
89707,2AY1UAimvTqjJC8vDJsOyy,Becky G;Bad Bunny,MALA SANTA,Mayores,72,203186,False,0.745,0.836,5,-4.336,0,0.0444,0.145,0.00314,0.116,0.874,96.993,4,reggaeton,0,5,0,High Energy Dance / Upbeat
25522,4KzT6yADxxseulgMqzlUtl,The Isley Brothers,The Essential Isley Brothers,Groove With You,34,288866,False,0.62,0.462,6,-10.173,0,0.0501,0.635,0.0232,0.117,0.414,163.277,3,disco,1,3,0,Acoustic
111020,2M5t4tdhZ9W3Eys2HDCjbY,FKA twigs;The Weeknd,On Chill - Rap & RnB,tears in the club,0,196760,True,0.616,0.717,8,-6.178,1,0.11,0.194,9.81e-05,0.0731,0.72,167.99,4,trip-hop,0,2,0,High Energy Dance / Upbeat
13410,2DKMMyIlBtAFhPYJ66YDRQ,Felix Da Housecat,Wonderjoy,Wonderjoy,9,165365,False,0.643,0.741,2,-7.449,1,0.027,0.0115,0.000615,0.121,0.527,122.983,4,chicago-house,0,5,0,High Energy Dance / Upbeat
64470,4CM2CpR5UpFoObTmuFOUIj,Antônio Carlos Jobim,Chill in Brazil,Favela,0,154960,False,0.457,0.224,9,-19.476,0,0.0344,0.715,1.2e-06,0.224,0.48,80.845,4,jazz,1,3,0,Acoustic
99497,3elfs833jEBAz1QkXm6qqF,Amy Macdonald,Christmas Songs 2022,This Christmas Day,1,218798,False,0.248,0.572,10,-6.827,1,0.0429,0.278,0.0,0.139,0.228,205.458,3,singer-songwriter,1,1,0,High Energy / Fast Tempo
25722,2QBqLzWRpwDKkqxRVKjb7u,Stephanie Mills,Free (2009 Remix Collection),Free - The Layabouts Vocal Mix,30,493228,False,0.748,0.542,8,-8.278,1,0.0494,0.00184,0.0138,0.0734,0.775,127.003,4,disco,0,5,0,High Energy Dance / Upbeat
62522,2xZyd4VDrWOz2bHZRvt5Xu,Shonan No Kaze,湘南乃風 〜一五一会〜,Grand Blue,50,313026,False,0.648,0.951,1,-2.901,1,0.0561,0.00959,0.0,0.363,0.564,134.048,4,j-pop,0,1,0,High Energy / Fast Tempo
27586,5BpJHgfiZgv3nHor7A3ynd,The Prototypes;TC;DC Breaks,Species (DC Breaks Remix),Species - DC Breaks Remix,18,255172,False,0.416,0.98,1,-1.586,1,0.132,0.000848,0.747,0.0701,0.14,173.951,4,drum-and-bass,0,0,-1,High Energy / Instrumental
109805,3LvvIhumturTVuHFgpgrb4,Reinier Zonneveld,CSE,CSE,53,193082,False,0.753,0.932,1,-8.972,1,0.081,0.0191,0.769,0.178,0.532,133.017,4,techno,0,0,0,High Energy / Instrumental
70661,7oRpNoAsvWrBM69Vv2vK0x,Yoga Lin,THE GREAT YOGA演唱會數位Live精選,成全 - Live,43,309801,False,0.413,0.491,5,-7.561,1,0.0288,0.0731,0.0,0.926,0.14,80.04,4,mandopop,1,3,0,Acoustic
55504,6J2pC3j9WF4tVJo4mEHZdn,Nucleya;2jaym;Sublahshini,Kanaa,Kanaa,48,257683,False,0.588,0.687,7,-5.786,1,0.0514,0.00449,0.00288,0.104,0.23,94.896,4,indian,0,5,0,High Energy Dance / Upbeat
33295,7FyQJel10x62itXkU2ybhb,For Revenge,Second Chance,Permainan Menunggu,43,281253,False,0.414,0.939,2,-4.229,0,0.0653,0.0136,8.68e-06,0.627,0.147,139.951,4,emo,0,1,0,High Energy / Fast Tempo
52110,4OOIKnoJzM3Oc3v11uraE4,Lefty Frizzell,Puttin' On,Little Old Wine Drinker Me,19,168533,False,0.664,0.448,7,-12.553,1,0.0306,0.611,0.0738,0.0869,0.739,123.977,4,honky-tonk,1,3,0,Acoustic
106752,49DiBZ3GwhSChqKE6XOkzx,Tove Lo;Jax Jones,2 Die 4 (Jax Jones Midnight Snacks Remix),2 Die 4 (Jax Jones Midnight Snacks Remix),62,155989,False,0.702,0.658,10,-7.299,0,0.0655,0.00463,0.0842,0.0611,0.502,125.014,4,swedish,0,0,0,High Energy / Instrumental
108497,6zPcpoeGOcGNfl2qR2IjYO,Jorge Falcón,Mis 30 Mejores Tangos,Volver,20,187933,False,0.427,0.412,2,-9.747,1,0.0636,0.946,0.000235,0.2,0.623,111.411,4,tango,1,3,0,Acoustic
27642,6qhAUkxxng7xoPSzcbaT0U,DC Breaks;Diane Birch,Different Breed,Time to Kill (feat. Diane Birch),18,195909,False,0.394,0.872,9,-1.44,0,0.0439,0.00835,0.00338,0.0922,0.0367,174.003,4,drum-and-bass,0,1,0,High Energy / Fast Tempo
74446,2kBOGaM59jx9qnnwgJJ58i,Jorge Aragão;Zeca Pagodinho,Ao vivo convida (Redux),Mutirão de amor - Ao vivo,42,284760,False,0.65,0.617,9,-9.075,0,0.129,0.676,3.16e-06,0.98,0.621,89.171,4,mpb,0,2,0,High Energy Dance / Upbeat
20249,0pA5tP2FKEcvEJrPkAJ9ST,Lady Gaga,Halloween Party 2022,Monster,0,249253,False,0.7,0.808,9,-4.522,0,0.0446,0.00141,0.0,0.611,0.664,120.032,4,dance,0,5,0,High Energy Dance / Upbeat
48375,7etnwj0uVj9yPrYuoqrt3T,Cueio Limão,Quem Matou o Bozo?,Prego,32,124253,False,0.261,0.935,9,-5.823,1,0.181,0.0019,0.0,0.352,0.704,158.975,4,hardcore,0,1,0,High Energy / Fast Tempo
9450,5Nnc3TYjsEprIFHZ0fu0ck,Choice;Xamã,Ruby King 7102,Nicole,46,358953,True,0.476,0.487,11,-12.065,0,0.495,0.344,0.0,0.105,0.243,89.343,4,brazil,1,2,0,High Energy Dance / Upbeat
100920,6S2YyQWrTkJG88HJRtgbWu,Operation Ivy,Operation Ivy (2007 Remaster),Officer - 2007 Remaster,31,119333,True,0.235,0.961,2,-4.784,1,0.105,0.0402,0.0425,0.0972,0.74,179.303,4,ska,0,1,0,High Energy / Fast Tempo
24805,7bJI2zJ9YGJ12V2MjjAIwy,Moodymann;Roberta Sweed,Black Mahogani,I Need You so Much (feat. Roberta Sweed),28,161440,False,0.681,0.309,6,-15.244,1,0.046,0.435,0.0234,0.143,0.206,116.071,4,detroit-techno,1,3,0,Acoustic
24032,6B3pkcohl0wDYCYuVHSOgG,Theo Parrish,Cornbread & Cowrie Shells for Bertha,Stop Lite,16,274466,False,0.793,0.568,6,-12.724,0,0.146,0.193,0.881,0.109,0.306,104.924,4,detroit-techno,1,0,0,High Energy / Instrumental
50383,7LejqLHI6ukgbfhcr2Mq2h,Rata Blanca,"XX Aniversario En Vivo - Magos, Espadas Y Rosas",El Camino del Sol - Vivo,25,577328,False,0.397,0.869,8,-5.769,1,0.0479,0.000751,0.00173,0.376,0.16,116.157,4,heavy-metal,0,1,0,High Energy / Fast Tempo
96023,63efSBKSZJWb6JTDpM6Ype,Zeca Pagodinho,Zeca Pagodinho,Minha Fé,48,203626,False,0.705,0.784,7,-8.608,1,0.123,0.42,0.0,0.169,0.88,106.282,4,samba,0,2,0,High Energy Dance / Upbeat
35900,0wrUtHozGyvmVBQ1IEX5cq,Priscila Senna,Vol. 02,Não Me Faça Chorar,38,213629,False,0.576,0.686,0,-6.712,1,0.0405,0.636,0.0,0.0971,0.478,145.827,4,forro,1,3,0,Acoustic
93352,5MNxzyo5mrSoy3UkL9wbvT,Tatiana and Sergey Nikitin,Brich-Mulla Vol.1,Brich-Mulla,4,283872,False,0.74,0.23,0,-13.538,0,0.127,0.837,0.0,0.0949,0.765,133.99,4,romance,1,2,0,High Energy Dance / Upbeat
50270,2ksXgtrbnyEVG4ysfaO4Xe,Stam1na,Novus Ordo Mundi,Narsisti,26,219806,False,0.189,0.962,9,-6.799,0,0.0761,4.29e-06,0.035,0.0891,0.173,144.984,4,heavy-metal,0,1,0,High Energy / Fast Tempo
109125,39U2Ryd4imSGCEOou6hy4W,Colyn,Oxygen Levels Low EP,Oxygen Levels Low,46,446280,False,0.803,0.811,7,-6.268,1,0.0467,0.0207,0.832,0.114,0.156,125.006,4,techno,0,0,0,High Energy / Instrumental
44881,6C02ki8ZPv1qyRmbf6EClv,The Presidents Of The United States Of America,II,Froggie,26,190640,False,0.651,0.669,1,-7.285,1,0.0314,0.0357,0.000184,0.181,0.759,138.04,4,grunge,0,5,0,High Energy Dance / Upbeat
35599,2sASx6Cz5mYm0xPrKiD8gZ,Mastruz Com Leite,Ao Vivo em Fortaleza-CE,Barreiras - Ao Vivo,40,97494,False,0.579,0.851,2,-4.981,1,0.0392,0.1,0.00321,0.25,0.77,104.021,4,forro,0,5,0,High Energy Dance / Upbeat
58757,2GN8Femwt83EIwInIuQj33,Helmet,Betty,Speechless,54,178973,False,0.358,0.697,6,-10.471,0,0.048,0.000324,0.00248,0.108,0.545,99.094,4,industrial,0,5,0,High Energy Dance / Upbeat
20796,4ypHsbn2y6aXKuDCHDrYT6,Jason Derulo,Tropical Vibes,Acapulco,0,139672,False,0.774,0.792,10,-4.021,1,0.0523,0.051,0.0,0.155,0.507,122.062,4,dance,0,5,0,High Energy Dance / Upbeat
57583,6IskNuvBwK8YzFrjvXIp5h,The Local Train,Aalas Ka Pedh,Yeh Zindagi Hai,45,249160,False,0.633,0.616,9,-7.395,1,0.0288,0.126,0.0,0.078,0.7,131.072,4,indie,0,5,0,High Energy Dance / Upbeat
47070,0e5LcankE0UyJUuCoq1uH2,Steve Miller Band,Fishing Music,The Joker,0,264503,False,0.596,0.448,5,-9.616,1,0.0396,0.365,5.22e-06,0.207,0.796,83.293,4,hard-rock,1,3,0,Acoustic
83817,6BHx1NCBASduR31WNTzm5S,Lane 8,Brightest Lights,Just,46,290731,False,0.656,0.565,9,-11.195,0,0.0323,0.481,0.951,0.313,0.21,122.934,4,progressive-house,1,4,0,Low Energy / Acoustic / Instrumental
77774,2YCx4I27GMSixz9IEwGqGP,Vou Zuar;Ferrugem,Sinto Sua Falta / Insegurança / Eu Nunca Amei Assim,Sinto Sua Falta / Insegurança / Eu Nunca Amei Assim,44,357868,False,0.47,0.727,5,-5.442,0,0.041,0.677,0.0,0.284,0.694,82.825,4,pagode,1,3,0,Acoustic
59273,6JhSW5ECdT9htNSmxP7XjO,Out of Nowhere,Man Made Disaster,Unspoken,0,234000,True,0.382,0.446,9,-5.931,0,0.0273,0.46,0.0,0.138,0.103,139.725,4,iranian,1,3,0,Acoustic
61610,7pffQcURH3ub4H13KsYaxY,AKB48,鈴懸の木の道で「君の微笑みを夢に見る」と言ってしまったら僕たちの関係はどう変わってしまうのか、僕なりに何日か考えた上でのやや気恥ずかしい結論のようなもの<Type-A>,鈴懸の木の道で…(略)やや気恥ずかしい結論のようなもの,21,328320,False,0.44,0.974,0,-1.335,1,0.0603,0.0779,2.78e-05,0.254,0.431,90.011,4,j-idol,0,1,0,High Energy / Fast Tempo
61482,3zlbr5FcpOzvKy3Ih6PN9O,Shiritsu Ebisu Chugaku,中人,放課後ゲタ箱ロッケンロールMX,21,272720,False,0.357,0.995,11,-1.065,0,0.484,0.0163,0.000247,0.258,0.0808,185.054,4,j-idol,0,1,-1,High Energy / Fast Tempo
88351,4ipnJyDU3Lq15qBAYNqlqK,J Balvin;Willy William,Mi Gente,Mi Gente,70,189440,False,0.774,0.687,11,-4.818,0,0.0584,0.0179,1.17e-05,0.128,0.308,104.959,4,reggae,0,5,0,High Energy Dance / Upbeat
12226,5MIUMXms2WZmZ1Bl9Xvlki,my little airport,I ALSO DON'T KNOW (Live),奇人的離職 - Live,33,120411,False,0.487,0.599,9,-11.224,1,0.0327,0.0183,0.354,0.913,0.171,134.237,4,cantopop,1,0,-1,High Energy / Instrumental
90774,4qsI4NwXnOSmmIBdVEDpRe,Warren Smith,The Legendary Sun Classics,Red Cadillac And A Black Moustache,29,138973,False,0.653,0.437,2,-16.212,1,0.034,0.572,0.000141,0.247,0.772,77.806,4,rock-n-roll,1,3,0,Acoustic
93462,4lHRjqhliGlVyw7BoJK65Y,Nikolay Nikitskiy,Velikie ispolniteli Rossii XX veka: Nikolay Nikitskiy,Odinokaja garmon',0,161846,False,0.362,0.175,1,-12.094,0,0.0453,0.993,0.74,0.382,0.424,167.216,4,romance,1,4,0,Low Energy / Acoustic / Instrumental
102489,2N5EAwQN2LTGzkzre4IUga,Amy Macdonald,Weihnachtspop 2022,This Christmas Day,0,218798,False,0.248,0.572,10,-6.827,1,0.0429,0.278,0.0,0.139,0.228,205.458,3,songwriter,1,1,0,High Energy / Fast Tempo
103479,7vcsHyOSrRgnFE5z9geman,Seal,Session Acoustique,Life on Mars? (Uncut),1,236440,False,0.718,0.293,3,-9.726,1,0.0546,0.753,0.0,0.132,0.233,109.446,4,soul,1,3,0,Acoustic
111457,4OUvfa7eO5jvFMIMOU7MTb,Groove Armada,Goodbye Country (Hello Nightclub),Suntoucher,51,391000,False,0.73,0.427,5,-10.466,0,0.0627,0.00681,0.00564,0.161,0.497,82.208,4,trip-hop,0,5,0,High Energy Dance / Upbeat
82931,2BzZUelqEirF3kCEjiWijv,The Cowboys,The Bottom of a Rotten Flower,Pie in My Eye,21,92957,False,0.236,0.84,11,-2.11,1,0.0471,0.126,0.767,0.123,0.739,175.888,4,power-pop,0,0,0,High Energy / Instrumental
76019,7BJJeYemxKUPKICj8xcQfo,Il Volo,Weihnachtslieder 2022,"Christmas Medley: Jingle Bells Rock / Let It Snow, Let It Snow, Let It Snow / It's The Most Wonderful Time Of The Year",0,219160,False,0.427,0.587,2,-5.527,1,0.033,0.642,0.0,0.315,0.579,130.144,4,opera,1,3,0,Acoustic
3665,4FxeY2UZeP3kpdBPbpGggN,The 1975,Being Funny In A Foreign Language,Wintering,70,165457,False,0.643,0.882,11,-5.431,1,0.0808,0.363,5.53e-05,0.28,0.941,159.996,4,alternative,0,5,0,High Energy Dance / Upbeat
50981,6VrqPC4BbDz2htXe5NeXpk,Pappo;Ike Parodi,Vivo Cosquín Rock,Rock and Roll - En Vivo Cosquín Rock,20,537203,False,0.333,0.9,9,-7.823,1,0.285,0.00384,0.142,0.98,0.226,168.303,4,heavy-metal,0,1,0,High Energy / Fast Tempo
54197,214VcdApAmkrGSVcinjwjv,Dither,Tools of Demolition,Make It Work,15,176848,False,0.563,0.994,2,-0.385,1,0.25,0.0296,0.00198,0.326,0.338,175.0,4,idm,0,1,-1,High Energy / Fast Tempo
86305,4IiuExPFijOGZnVxGsKWcc,The White Stripes;The Glitch Mob,Seven Nation Army (The Glitch Mob Remix),Seven Nation Army - The Glitch Mob Remix,65,257021,False,0.701,0.844,4,-6.629,1,0.133,0.152,0.626,0.194,0.198,120.04,4,punk,0,0,0,High Energy / Instrumental
86799,1S5nq7DelsGNc4DVFaJHul,Attaque 77,"Acústico,Teatro Opera, Buenos Aires, Argentina.",Arrancacorazones - Acústico en Vivo,39,226000,False,0.385,0.838,7,-6.051,1,0.0369,0.23,0.0,0.91,0.274,125.572,4,punk,0,1,0,High Energy / Fast Tempo
80443,1KYqHPwbceagFffliE7fBg,Yuvan Shankar Raja;Sid Sriram,Viruman (Original Motion Picture Soundtrack),Kanja Poovu Kannala,61,237558,False,0.675,0.692,8,-6.353,1,0.0963,0.29,0.0,0.178,0.514,109.971,4,pop-film,0,2,0,High Energy Dance / Upbeat
41770,6UsQsPIPP7gjdtlISXx3F2,Within Temptation,The Unforgiving,A Demon's Fate,48,330253,False,0.459,0.912,5,-3.443,0,0.0596,0.000579,0.000214,0.0995,0.311,134.077,4,goth,0,1,0,High Energy / Fast Tempo
20847,2tssIKIApNh8tGdYfaRa52,Anne-Marie;Cahill,Am I Ready - Pop Night Out,Alarm - Cahill Remix,1,177656,True,0.6,0.914,9,-4.12,0,0.0374,0.00021,9.13e-06,0.204,0.605,127.991,4,dance,0,1,0,High Energy / Fast Tempo
44160,6FT9FZccFD6nE8dMNslz2n,Thirty Seconds To Mars,AMERICA,Walk On Water,64,185466,False,0.495,0.787,8,-6.89,1,0.0368,9.16e-05,0.0,0.167,0.388,140.003,4,grunge,0,1,0,High Energy / Fast Tempo
38769,7LGUoiFZeateHchVoH6sag,Gøggs,Pre Strike Sweep,Space Rinse,24,90986,False,0.141,0.93,2,-5.571,1,0.0764,8.94e-05,0.0,0.109,0.426,171.567,4,garage,0,1,0,High Energy / Fast Tempo
63399,3ZxYktDahEzqvcRPiRje2l,Erasmo Carlos;Rita Lee,Fiesta temática 70s,Minha Fama De Mau,0,189840,False,0.564,0.913,9,-3.65,1,0.182,0.505,7.15e-06,0.221,0.962,144.967,4,j-rock,0,2,0,High Energy Dance / Upbeat
14890,2cYuiX8Ajtpz3ZsskUkcZP,Pete the Cat;B.o.B;Callie,Upbeat Kids Songs!,Roll Baby Roll,0,121240,False,0.78,0.78,9,-2.783,1,0.0496,0.032,0.0,0.16,0.689,99.963,4,children,0,5,0,High Energy Dance / Upbeat
50911,0hCoNSrVjLVoNcSUDmp4DE,A.N.I.M.A.L.;Chuck Jhonson and Juan Jose Burgos;Richard Kaplan,Poder Latino,Falsedad,19,200360,False,0.594,0.892,1,-7.03,0,0.092,4.87e-05,2.96e-06,0.186,0.555,112.929,4,heavy-metal,0,1,0,High Energy / Fast Tempo
87496,3i6xeml3q8eD0LT3dOy3VQ,Joan Sebastian;José Manuel Figueroa II,Grandes Duetos,Juanita (Flor De Walamo) - En Vivo,45,227826,False,0.704,0.465,8,-8.926,1,0.113,0.48,1.07e-06,0.871,0.903,101.403,4,r-n-b,0,2,0,High Energy Dance / Upbeat
29923,6hktRRKI55CMQJb0JhlBg2,Dubscribe,Absolute,Get Wicked,43,179581,False,0.355,0.956,9,-0.706,0,0.0799,0.000581,0.172,0.413,0.0874,110.037,4,dubstep,0,1,0,High Energy / Fast Tempo
6003,5FBToB2y0ie4fq3WjfsFFE,Sadness,I Want to Be There,I Want to Be with You,41,355474,False,0.144,0.466,5,-6.715,1,0.0522,0.686,0.423,0.0764,0.0737,87.29,4,black-metal,1,4,-1,Low Energy / Acoustic / Instrumental
67073,0I75DOENhkPTBpavd8VJgW,Feid,Noche de Halloween Latino,Normal,3,171880,True,0.709,0.56,4,-4.867,0,0.171,0.034,0.0,0.315,0.541,170.082,4,latin,0,2,0,High Energy Dance / Upbeat
94592,3JhO0BxHyvU5oUVm0JDGnJ,Rxseboy;Julia Alexa;Zaini,i don't wanna be me anymore (feat. Julia Alexa & Zaini),i don't wanna be me anymore (feat. Julia Alexa & Zaini),50,163658,False,0.718,0.4,1,-10.982,1,0.265,0.796,0.0,0.177,0.398,71.534,4,sad,1,2,0,High Energy Dance / Upbeat
36205,76x2IsGuDbgu9eUnPvcOFx,Billx;Ti K Ry,Bravery,Bravery,35,243115,False,0.286,0.943,6,-4.632,0,0.211,0.000761,0.0181,0.131,0.158,199.784,4,french,0,1,0,High Energy / Fast Tempo
101378,3NCQ2kx9od0WsBRBY1EGDR,Sleep Baby Sleep;Ocean Sounds;Ocean Waves For Sleep;Fresh Water Sounds;Relajación,"Soothing Brown Noise, Brown Waves and other Ambeint Sounds for Rest and Ambiance (Loopable and without Fade)",Beach Waves and Soothing Brown Noise,38,93451,False,0.0,0.000252,9,-17.746,0,0.0,0.00948,0.877,0.806,0.0,0.0,0,sleep,1,4,-1,Low Energy / Acoustic / Instrumental
97558,6Ti8UKCJWqFeLsTvZ0THu6,Beleza e Maravilha,Veterano,Quem Tem Dó É Violão,47,158374,False,0.701,0.884,5,-3.209,0,0.0399,0.462,0.0,0.226,0.939,92.02,4,sertanejo,0,5,0,High Energy Dance / Upbeat
39964,4YjxvuCXFrg2g6i2bgQDL0,MAJAN,Deine Haut / gone,Deine Haut / gone,37,169906,False,0.616,0.332,0,-8.692,1,0.0262,0.759,0.000911,0.17,0.372,91.035,4,german,1,3,0,Acoustic
59829,4Z0CEb8BEuctghGCNpXoyy,PERMEATE;pOverDose,Memories,Where Is Love!,0,260250,False,0.606,0.775,5,-11.833,0,0.0625,0.0253,0.872,0.127,0.0987,109.988,4,iranian,0,0,0,High Energy / Instrumental
75812,5EagOQJXtfkM6Xg9NKRZ5j,Karunesh,Call of the Mystic,Ancient Voices (From Call of the Mystic),41,320573,False,0.158,0.17,2,-16.398,0,0.0351,0.302,0.285,0.0946,0.0378,81.355,4,new-age,1,4,0,Low Energy / Acoustic / Instrumental
107610,5AhRNIjYPBleR1lfHphcrE,Wham!,Music From The Edge Of Heaven,The Edge of Heaven,56,270800,False,0.493,0.665,9,-13.817,0,0.0424,0.117,0.0,0.159,0.877,152.644,4,synth-pop,0,5,0,High Energy Dance / Upbeat
28293,6jnOCITdl4EypDC4YzU3bA,Cidade Verde Sounds,Missão de Paz,Missão de Paz,33,252073,False,0.725,0.544,0,-7.627,1,0.0726,0.336,0.0,0.32,0.75,164.078,4,dub,0,2,0,High Energy Dance / Upbeat
11752,7yxwAEwY9LD120AcB4nGJx,Craig David,The Story Goes...,Don't Love You No More (I'm Sorry),59,243986,False,0.636,0.558,7,-7.076,1,0.0245,0.462,0.0,0.062,0.572,100.113,4,british,1,3,0,Acoustic
89125,3ijCK8aystm14nXveTlJzr,J Balvin,Para entrar en calor,Sigo Extrañándote,2,201280,False,0.896,0.859,11,-4.232,0,0.21,0.154,0.000109,0.212,0.938,93.016,4,reggaeton,0,2,-1,High Energy Dance / Upbeat
79628,73xYQWRzImNfVHhz0x9ETV,OneRepublic,Human (Deluxe),Forgot About You,47,173249,False,0.793,0.627,1,-5.689,1,0.0528,0.318,0.0,0.0696,0.544,142.91,4,piano,0,5,0,High Energy Dance / Upbeat
99279,2RVWKbMCQwaIAJS5FXNanZ,Paolo Nutini,Autumn Hits,Autumn,2,170240,False,0.599,0.0854,9,-12.521,1,0.0414,0.978,7.99e-05,0.0858,0.323,111.954,4,singer-songwriter,1,3,0,Acoustic
42824,7JFxmfTPIjGHTOEA4WmKbM,The Red Chord,Clients,Dragon Wagon,13,181120,False,0.351,0.942,9,-4.449,1,0.122,0.000179,2.23e-06,0.421,0.427,116.135,3,grindcore,0,1,0,High Energy / Fast Tempo
96967,7cVX0XbrMraZTkYdrUXpaP,Erasmo Carlos;Marisa Monte,"Convida, Volume II",Tema de não quero ver você triste,37,187960,False,0.647,0.39,2,-11.333,1,0.0353,0.804,7.74e-06,0.0808,0.318,97.98,4,samba,1,3,0,Acoustic
40713,57lEQGqRCpPVYPZaYxOKQd,Régis Danese;Brenda Danese,O Nome de Jesus Tem Poder,O Nome de Jesus Tem Poder,39,258174,False,0.586,0.401,4,-4.476,1,0.0289,0.83,0.0,0.337,0.388,124.901,4,gospel,1,3,0,Acoustic
33478,29VVYrV5TVpGu0IfoTXlcw,ONE OK ROCK,Renegades,Renegades,55,244538,False,0.536,0.857,5,-4.254,0,0.0614,0.000849,0.000151,0.152,0.332,153.943,4,emo,0,1,0,High Energy / Fast Tempo
21437,77CKhISZmu3o8WGiUWu8bd,D'banj,Best Afrobeat Tunes,Shoulda,0,211626,False,0.762,0.742,5,-5.161,1,0.0367,0.288,0.000145,0.0971,0.912,110.001,4,dancehall,0,5,0,High Energy Dance / Upbeat
99607,6McnQuTA2dpArD3QTrD8A7,Camylio,sometimes,sometimes,63,156617,False,0.547,0.447,1,-8.725,1,0.194,0.698,0.0,0.123,0.322,102.81,4,singer-songwriter,1,2,0,High Energy Dance / Upbeat
30553,4QCnMOWxfDkTsGt82HULFb,Ellie Goulding,Old But Gold,Lights,66,245853,False,0.699,0.732,8,-6.307,0,0.0304,0.0771,0.00198,0.131,0.676,120.028,4,edm,0,5,0,High Energy Dance / Upbeat
91448,0N29rN62Oy0EgWD1U2DuKQ,Alejandro Fernández;Christina Aguilera,Retro Baladas,Hoy Tengo Ganas De Ti,0,291253,False,0.395,0.472,3,-6.5,0,0.0392,0.312,0.0,0.0687,0.188,123.223,4,rock,1,3,0,Acoustic
34554,4oSLCsucmfdBkgAzZLVo5c,Papon,Best Of Luck,Mathu Tumi,36,311562,False,0.657,0.536,5,-9.217,1,0.0266,0.498,0.000155,0.305,0.575,119.985,4,folk,1,3,0,Acoustic
93720,0WTMR6yPvnjjTil4XEMTBF,Сергей Захаров;Станислав Горковенко;Эстрадно-симфонический оркестр Ленинградского телевидения и радио имени Василия Соловьёва-Седого,Пойте о любви,Кто любит и любим,0,220880,False,0.306,0.49,9,-10.29,0,0.0384,0.608,0.000906,0.252,0.468,95.781,4,romance,1,3,0,Acoustic
89198,3LDezJ0x3UWsC0XXnjM8U9,KAROL G,Carrete con besties,Casi Nada,0,219026,False,0.734,0.848,1,-2.756,0,0.0362,0.121,4.74e-05,0.0993,0.591,98.059,4,reggaeton,0,5,0,High Energy Dance / Upbeat
70481,5zvh2f3B9GPqJyg2A1ll2p,Boon Hui Lu,Be Your Sunshine,Be Your Sunshine,28,215179,False,0.527,0.497,1,-9.449,1,0.0356,0.0445,0.0,0.0771,0.358,138.912,4,mandopop,1,3,0,Acoustic
103304,6FxdAycUNPT8gHH5JhG2xI,Pink Sweat$;A Boogie Wit da Hoodie,Lay Up N’ Chill (feat. A Boogie Wit da Hoodie),Lay Up N’ Chill (feat. A Boogie Wit da Hoodie),67,153735,True,0.528,0.683,1,-4.074,0,0.263,0.26,0.0,0.0857,0.539,134.92,4,soul,0,2,0,High Energy Dance / Upbeat
23869,2kEvC6w9wRf96llW9sJrRU,Tensnake;Cara Melín,L.A.,Antibodies,54,200021,False,0.776,0.814,0,-5.86,0,0.0737,0.0336,0.0,0.109,0.831,118.032,4,deep-house,0,5,0,High Energy Dance / Upbeat
68242,0bYsT1b741xstgFwe4WoKp,Wisin & Yandel,Noche de Halloween Latino,Hipnotízame,7,243386,False,0.775,0.828,0,-3.972,1,0.139,0.289,0.0,0.434,0.571,79.992,4,latino,0,2,0,High Energy Dance / Upbeat
103228,6BLsEzE62odkTXVtVwzBhF,Pink Sweat$;Donny Hathaway,Perfect Christmas Hits,This Christmas,0,181365,False,0.639,0.656,7,-6.581,0,0.0421,0.118,2.76e-06,0.0841,0.382,93.129,4,soul,0,5,0,High Energy Dance / Upbeat
44193,6gZVQvQZOFpzIy3HblJ20F,Alice In Chains,Facelift,Man in the Box,75,285200,True,0.355,0.791,8,-7.565,1,0.0453,0.00045,0.0,0.0969,0.758,106.392,4,grunge,0,5,0,High Energy Dance / Upbeat
87057,6CGmcIW8lElAxYJb3dETOS,Chuck Berry,Xmas Classics 2022,Run Rudolph Run,0,162897,False,0.647,0.876,10,-5.662,1,0.185,0.881,3.59e-05,0.26,0.949,151.925,4,r-n-b,0,2,0,High Energy Dance / Upbeat
