track_id,artists,album_name,track_name,track_genre,popularity,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,kmeans_cluster,hier_cluster,gmm_cluster,dbscan_cluster
2IgcJ36zkTppzy7rwOWwva,The Decemberists,Christmas Rock 2022,Jesus Christ,r-n-b,0,0.484,0.782,-4.656,0.0252,0.149,0.004,0.191,0.753,101.06,0,0,0,0
1FWsomP9StpCcXNWmJk8Cl,Cigarettes After Sex,Cigarettes After Sex,K.,indie,78,0.454,0.4,-10.261,0.0265,0.139,0.846,0.137,0.327,93.719,1,0,0,0
6Xqr4ZNyNs82araxoyT4PT,Lithe,Numb,Numb,soul,55,0.903,0.241,-12.643,0.0833,0.62,0.00298,0.109,0.275,121.006,1,0,1,0
1ydKLmtx7LYnDe1udTu96w,Hayd,Suffocate,Suffocate,songwriter,58,0.653,0.0584,-21.98,0.0442,0.847,0.000361,0.175,0.163,122.057,1,1,0,0
54U0kh2xXLPoGT9WZrO5U4,Energyzed,Timeless Worlds,Timeless Worlds - Radio Edit,hardstyle,20,0.364,0.92,-6.584,0.0687,0.00768,0.0738,0.378,0.163,149.895,0,0,1,0
228ZhwXbX1nzXDlRHwJoDk,ShitKid,This Is It,High Way,goth,26,0.602,0.935,-0.971,0.0412,0.000803,0.079,0.722,0.187,130.221,0,0,1,0
7mbd55vVvtqHOfxL2L5zRM,R3HAB;TINI;Reik,Fiesta portatil,Bésame (I Need You),edm,0,0.839,0.701,-6.029,0.0944,0.0165,0.00365,0.0513,0.273,99.984,0,0,1,0
5qRRnuJuzSzGOCAbCCeuqn,Alexander Alar;Sonita,Tokyo,Tokyo,techno,34,0.789,0.853,-6.294,0.0485,0.000345,0.818,0.0431,0.317,122.003,0,0,0,0
6RWhxVhLfVNxvE3ubp97SN,AJ Ghent [ j-ent ],AJ Ghent Presents: Let the Guitar Sing (Live at American Sushi),Mercy (Live),guitar,25,0.453,0.27,-9.874,0.0457,0.122,9.13e-05,0.0865,0.378,118.181,1,0,0,0
7EsVGqMKR6ZpGTIoeITKPj,Becky Hill;Just Kiddin,EDM Hits,Losing - Just Kiddin Remix,edm,0,0.738,0.617,-8.334,0.0377,0.000152,0.129,0.0651,0.624,120.017,0,0,0,0
4aoN6rHl9SkAZJw8BFh4yf,Zülfü Livaneli,Nefesim Nefesine,Nefesim Nefesine,jazz,38,0.398,0.318,-12.283,0.0299,0.544,6.02e-06,0.0875,0.137,105.849,1,0,0,0
2TtezxgSqQUpkTuomfiJDM,Royal Republic,Back from the Dead,Back from the Dead,swedish,41,0.571,0.944,-5.28,0.196,8.57e-06,0.692,0.442,0.616,97.984,0,0,1,0
0xad4yuDkjVlI53EIIkoIW,Biquini Cavadão,Ao Vivo,Carta Aos Missionários,ska,41,0.436,0.981,-5.52,0.104,0.0217,5.03e-06,0.91,0.489,157.986,0,0,1,0
2E1mx4rDATTPxZV1ANsXCL,Sujatha,Nammal Thammil (Original Motion Picture Soundtrack),Priyane,malay,32,0.587,0.726,-4.345,0.0301,0.372,0.000744,0.12,0.527,92.03,0,0,0,0
2bIllkzKKCotWs0AuCsIoh,Burna Boy;Wizkid,2Step - Pop R'n'B,B. D’OR,hip-hop,2,0.873,0.658,-8.031,0.108,0.00858,0.0061,0.0999,0.483,104.033,0,0,1,0
6IPNp9PfaEqrzotY47TIWy,DJ Snake;Ozuna;Megan Thee Stallion;LISA,"SG (with Ozuna, Megan Thee Stallion & LISA of BLACKPINK)","SG (with Ozuna, Megan Thee Stallion & LISA of BLACKPINK)",dance,77,0.8,0.837,-2.807,0.0491,0.00406,0.00313,0.0904,0.702,100.015,0,0,0,0
15ymCBGBgIGXLPNKMbA8k1,Ed Solo;Deekline;Upgrade (UK);T.I,"Welcome To The Jungle: Drum & Bass X Jungle: Mixed By Deekline, Ed Solo & Serial Killaz",Top Ranking - Upgrade & T>I Remix,drum-and-bass,19,0.701,0.829,-0.564,0.052,0.152,9.23e-05,0.36,0.333,87.007,0,0,0,0
0v9JszVQes7SlJ3UKqkdt2,Feid,Esto No Se Le Dedica A Cualquiera,TENGO FE,reggae,4,0.757,0.571,-4.547,0.0906,0.264,8.97e-06,0.313,0.538,159.933,0,0,1,0
43qIVkhox6QU979YJHCW3E,B'z,SURVIVE,FIREBALL,j-pop,36,0.466,0.926,-4.457,0.114,0.194,0.0,0.0837,0.509,98.049,0,0,1,0
6yJBlQBjdYtzNai4lLyiRf,David Bisbal,Romances,Mi Princesa,spanish,36,0.528,0.374,-8.554,0.0364,0.781,0.0,0.243,0.49,102.74,1,0,0,0
772RNUmhqPXcPX10OCJfnf,Deterioration,Retaliatory Measures,Artillery Stockpile,grindcore,11,0.302,0.828,-8.878,0.0953,0.0252,0.293,0.387,0.557,130.706,0,0,1,0
5hSPcIoXyAMn8qkhxi0dI6,Momoiro Clover Z;Funky Kato,吼えろ 2021,吼えろ 2021,j-idol,18,0.602,0.867,-1.859,0.054,0.153,4.91e-06,0.145,0.686,134.013,0,0,0,0
5C0ngbdNdOEfnB64DyQQhO,Ole Ole,La Colección Definitiva,Bailando sin salir de casa,synth-pop,25,0.619,0.95,-5.294,0.0874,0.00552,0.0169,0.188,0.872,128.129,0,0,0,0
1mIs4BBwwlXS0A4UT7RbaC,Mokhov,Memories 2010-2013 Two,Destiny,idm,7,0.484,0.76,-6.752,0.223,0.00177,0.0105,0.0907,0.194,73.014,0,0,1,0
6CmuT4GB0mCTviUq2jB9Fe,Joy Division,Planet 80's,Atmosphere,punk,1,0.616,0.387,-11.813,0.0314,0.227,0.514,0.116,0.435,120.03,1,0,0,0
4nbQx3shQNLs8ySv4uUV9L,Jorge Aragão;Elza Soares,Ao vivo convida (Redux),Malandro - Ao vivo,pagode,42,0.533,0.697,-8.384,0.101,0.59,0.043,0.869,0.636,84.298,0,0,1,0
7Lhg4PKia0fKjv7A9jDHBk,Audio Bullys,Generation,Generation,breakbeat,15,0.789,0.661,-2.798,0.283,0.0888,1.87e-05,0.0645,0.65,124.964,0,0,1,0
6yz2HojEuzMLx1yJoMYVSH,Confess,Eat What You Kill,Eat What You Kill,iranian,27,0.419,0.95,-4.41,0.0847,0.000853,0.679,0.112,0.105,95.065,0,0,0,0
7HEU8bKdVH2esVY6c0RKqK,Colombo,Abandoned Factory II,Cuckoo - Original Mix,breakbeat,18,0.749,0.821,-6.497,0.0571,0.00132,0.862,0.0602,0.539,133.984,0,0,0,0
0FLBNqc5oAiTt4J2e3fe3y,Puddle Of Mudd,Come Clean,Blurry,grunge,65,0.432,0.936,-4.537,0.0562,0.00691,0.0,0.14,0.499,157.469,0,0,0,0
2TjnCxxQRYn56Ye8gkUKiW,Eagles,Desperado (2013 Remaster),Desperado - 2013 Remaster,singer-songwriter,68,0.228,0.224,-12.749,0.0311,0.946,0.000222,0.273,0.18,60.3,1,1,0,0
5jWlcGpLaRs4Rd8JXrm4xE,Péricles,Nos Arcos da Lapa,Pot-Pourri: No Compasso Do Criador / Recado a Minha Amada,pagode,44,0.571,0.761,-6.512,0.0385,0.486,0.0,0.554,0.881,79.896,0,0,1,0
4txD6pWjdumTnNVr7pxZrQ,Traditional;Les Chanteurs de la Vierge,"Classical Christmas, Vol. 2","Ding, Dong (Remastered 2014)",sleep,0,0.403,0.367,-15.286,0.0425,0.992,0.0117,0.287,0.153,91.099,1,1,0,0
7gyhWg9k5HkgWZq9V8nsrT,Everclear,Fiesta temática 90s,Santa Monica,alt-rock,0,0.491,0.942,-5.333,0.109,0.156,0.0,0.367,0.398,100.441,0,0,1,0
37yh5wsdlKofBy3uyCqUzt,Manger Cadavre?,Decomposição,Epílogo,grindcore,13,0.244,0.939,-4.964,0.126,4.91e-05,0.532,0.0819,0.0546,101.255,0,0,1,0
06Q3gof2rs8ErXzBrW1aVg,Sly Withers,Gardens,Breakfast,garage,39,0.531,0.876,-4.253,0.0382,0.003,1.67e-06,0.127,0.205,130.969,0,0,0,0
412luShbmlgqqgYFStIB1s,Philip George,Wish You Were Mine,Wish You Were Mine - Radio Edit,deep-house,67,0.654,0.832,-4.164,0.0293,0.0126,0.0901,0.102,0.407,123.002,0,0,0,0
70ctQzBQmXnX5lnHfm2EFp,Gilberto Gil,Refazenda,Ela,samba,37,0.643,0.886,-8.651,0.0536,0.226,0.0,0.0461,0.961,86.247,0,0,0,0
2xM5sYHiXYo2baYbC3tiC2,Dissection,Reinkaos,Maha-Kali,black-metal,41,0.569,0.836,-4.912,0.0296,4.69e-05,0.0862,0.1,0.655,109.01,0,0,0,0
6RXI2dGFYwWNdi2fWthp2w,Teuterekordz,Kein Nirvana,6 Atzen,german,40,0.965,0.482,-8.959,0.356,0.112,3.78e-06,0.0784,0.424,125.058,0,0,1,0
0DHOIbYfrjzlhF6IFEH08c,Kato,Anime & Chill 2,The World (Death Note),anime,46,0.645,0.406,-11.286,0.0381,0.882,0.899,0.0887,0.226,120.006,1,0,0,0
4dVbhS6OiYvFikshyaQaCN,Foo Fighters,The Colour And The Shape,My Hero,grunge,76,0.398,0.927,-4.212,0.0567,6.2e-05,0.000177,0.0575,0.311,77.106,0,0,0,0
3FOaym5lHj9N5QcDIgQXQ0,Otto,Certa Manha Acordei De Sonhos Intranquilos,Janaina,mpb,39,0.499,0.705,-6.589,0.0548,0.355,0.000107,0.135,0.881,172.355,0,0,0,0
2YwZnJ1nlsP5gJA2NbxOy0,Deekline;Ed Solo;Benny Page,Junglist Workout (DJ Mix),Bam Bam - Benny Page & Deekline Remix - Mixed,breakbeat,12,0.871,0.719,-6.124,0.0508,0.115,0.0,0.281,0.249,87.503,0,0,0,0
4TNZTT33erLVg31KU4RJvf,Mohan,London Dreams,Khanabadosh,ambient,32,0.734,0.867,-5.632,0.0456,0.0968,0.0,0.1,0.962,131.947,0,0,0,0
51QVVAL3beHaRsoVRadDYo,Bigwig,Stay Asleep,Smile,hardcore,29,0.372,0.976,-3.367,0.0664,0.0138,0.0,0.332,0.699,104.733,0,0,1,0
1BkY0N8ChFk2mdLbAUu8ZK,Musical Youth,Anthology,Pass The Dutchie,reggae,78,0.805,0.418,-14.374,0.0979,0.459,0.0,0.288,0.966,149.724,0,0,1,0
3kqgRB172POGve1EgmYnrJ,Rain for Deep Sleep,Soft and Gentle Rain Sounds for Deep Sleeping,Loopable Soft Rain,sleep,32,0.185,0.994,-23.446,0.0475,0.805,0.988,0.278,1e-05,80.462,1,1,0,-1
2MjnGtsgfqllql2ndWdGn8,Lata Mangeshkar;Udit Narayan,Dilwale Dulhania Le Jayenge,Ho Gaya Hai Tujhko To Pyar Sajna,pop-film,56,0.404,0.662,-8.606,0.059,0.547,2.99e-05,0.346,0.507,100.195,0,0,0,0
18lSBq4bUQg32GeQ8gIu1e,Shinedown,Rock - Best of 2022,Planet Zero,grunge,6,0.416,0.964,-2.967,0.112,2.35e-05,0.000875,0.473,0.212,157.925,0,0,1,0
1iQ1BpOGF1Umd3lpTV4OPO,Roses & Frey,With or Without You,With or Without You,acoustic,55,0.641,0.147,-14.812,0.0337,0.954,1.91e-06,0.111,0.287,111.913,1,1,0,0
70rtpDRKKrpw7sx5U8OQAc,Nat King Cole,Christmas Faves 2022,The Christmas Song (Merry Christmas To You),jazz,0,0.525,0.0623,-16.836,0.05,0.994,0.157,0.106,0.17,91.205,1,1,0,0
2kK1gF7qxgcoTUYy4i1xyT,Dream Your Dream,25 Years Bonzai Classics,Soushkin - Original Remastered Mix,happy,23,0.714,0.891,-7.649,0.119,0.315,0.788,0.389,0.106,156.049,0,0,1,0
1zj4qCcAbMer2WEYD27Rp2,The Beach Boys,Rock Christmas 2022 - The Very Best Of,Little Saint Nick - 1991 Remix,psych-rock,0,0.602,0.553,-9.336,0.0328,0.108,0.0,0.0512,0.971,130.594,0,0,0,0
1OMyYLAtYUlAKmZjnDKNgP,Bon Jovi,Fiesta temática 90s,Say It Isn't So,rock,1,0.454,0.805,-4.947,0.0313,0.0229,0.0,0.358,0.591,91.251,0,0,0,0
7CYS0ibZaJm201ZKonnqih,Enrico Sangiuliano,Sound Of Space EP,The Sound Of Space,minimal-techno,56,0.707,0.893,-7.449,0.0543,0.00712,0.819,0.0802,0.159,130.009,0,0,0,0
73z1JwmldEYCqPfvpcUxr7,KC Lights;Leo Stannard,Toolroom Amsterdam 2022,Daydreamer - Night Mix,deep-house,4,0.563,0.916,-6.58,0.0397,0.00139,0.37,0.356,0.19,126.0,0,0,1,0
7hqnPCIIWfEa6x9ygnhZen,VNV Nation,Noire,Immersed,industrial,26,0.632,0.694,-10.35,0.0331,0.000324,0.612,0.117,0.117,123.995,0,0,0,0
5cinRwHiqT4b1CpOlDdLWx,Todd Terry;DJ Pierre;Vonny;Clyde;Jerry Ropero,Nightlife London (Tech House Couture),Elevator (Lift Me Up) - Jerry Ropero Tech Boom Mix,disco,0,0.798,0.698,-7.823,0.0971,0.0285,0.837,0.686,0.202,125.994,0,0,1,0
4bY2oZGA5Br3pTE1Jd1IfY,Nogizaka46,バレッタ TypeD,月の大きさ,j-pop,57,0.555,0.941,-3.294,0.0481,0.484,0.0,0.266,0.813,92.487,0,0,0,0
1P0ooWu6ITsbPpJ7B51bYq,boom boom kid,Okey Dokey,I Do,punk,38,0.383,0.599,-5.511,0.11,0.197,0.0,0.0747,0.419,163.172,0,0,1,0
6zFUmsa8mXX1bF4jRAYHI5,Moodymann,Silence In The Secret Garden,P.B.C.,detroit-techno,15,0.795,0.729,-17.626,0.0542,0.0235,0.939,0.0733,0.747,110.204,0,0,0,0
0FXEr1tdiBcLsnLSG8ol2l,Feder;Ofenbach;Dawty Music,Call Me Papi (feat. Dawty Music),Call Me Papi (feat. Dawty Music),french,58,0.868,0.634,-6.122,0.212,0.0493,0.000383,0.085,0.352,120.949,0,0,1,0
0KOIFcNVh1vALklJ9Stwyr,Wraith,Faster Than the Fucking Devil,Seven Serpents,black-metal,18,0.493,0.937,-6.66,0.0592,0.00381,0.283,0.137,0.345,105.033,0,0,0,0
2BnKcgWGYRgUnvzjhECMAv,Sayaka Yamamoto,identity,春はもうすぐ,j-idol,21,0.467,0.653,-4.288,0.03,0.156,0.0,0.112,0.262,74.972,0,0,0,0
6YNdQ5utvFnK4CTAnBga06,Jillian Rossi,Fever Dream,Fever Dream,songwriter,64,0.561,0.519,-8.467,0.0395,0.223,0.0,0.156,0.2,119.882,0,0,0,0
18cXHds9l6ZlzXgO78D2aW,Laurent Garnier,Unreasonable Behaviour,Communications from the Lab,minimal-techno,18,0.549,0.694,-7.444,0.0591,0.00072,0.818,0.415,0.122,196.112,0,0,1,0
0PNUZ8Pjm0ilxRB0poWXtt,Andy & Lucas,Éxitos del Pop en Español de los Años 2000,Son de Amores,spanish,0,0.684,0.824,-5.723,0.164,0.447,0.0,0.529,0.704,81.94,0,0,1,0
1ntcV7ah5Bgh3xacDcR8qP,Kawe;KayBlack;Vulgo FK;Lucas Lucco;OTRAFITTA;Pedro Lotto,Cabelo Rapunzel,Cabelo Rapunzel,brazil,45,0.635,0.577,-5.913,0.286,0.297,0.0,0.103,0.574,144.052,0,0,1,0
1C64MJBqmR3kl32px5BX3r,Maceo Plex;Faithless,Insomnia 2021,Insomnia 2021 - Epic Mix,minimal-techno,42,0.719,0.948,-5.591,0.0613,0.0024,0.226,0.0875,0.19,126.001,0,0,0,0
4BoFJMLSO3ZoD48KgnslSe,Yashal Shahid,Mere Humsafar (Original Score) [Female Version],Mere Humsafar (Original Score) [Female Version],pop,68,0.442,0.444,-9.804,0.042,0.744,0.0,0.0671,0.386,143.691,1,0,0,0
0kHwTHf8ye0mSd66pwcrEN,The Heavy,The House That Dirt Built,How You Like Me Now,blues,61,0.647,0.71,-4.692,0.029,0.000973,0.703,0.0777,0.268,110.059,0,0,0,0
6BeODAFUXgrscucnq8xDAs,lullaboy,someone like u,someone like u,chill,59,0.588,0.178,-17.502,0.0489,0.877,0.0,0.107,0.358,129.763,1,1,0,0
5UkeMZvaNppcttFM9O6qzN,Weekend Nachos,Worthless,Obituary,grindcore,27,0.29,0.946,-2.736,0.0899,1.08e-05,0.601,0.126,0.0486,62.659,0,0,1,0
6Ug8Q77sgu81hEjiVH96t6,Schwesta Ewa;Adones,190 Tage,190 Tage,german,41,0.678,0.721,-5.237,0.376,0.526,8.91e-06,0.152,0.36,85.647,0,0,1,0
5unjgc6VkA0TqDfxZiOBYy,Videoclub,Euphories,Mai,synth-pop,50,0.622,0.697,-8.666,0.0285,0.401,0.00163,0.339,0.316,105.005,0,0,0,0
3EtXo9cEurLpblcdWHuBjT,Dallerium;Olive,How Do I Sleep Now,How Do I Sleep Now,deep-house,57,0.74,0.759,-7.911,0.0379,0.139,0.116,0.0707,0.147,123.992,0,0,0,0
0ar1TXFVks0WAjJAjkNByF,Tony O'Connor,Windjana,Afterstorm,new-age,20,0.215,0.158,-25.836,0.0436,0.947,0.846,0.691,0.238,95.096,1,1,1,0
2gmXozUIMGUCj36u5ARhB4,Orquesta Juan D' Arienzo,Orquesta Juan D' arienzo - La puñalada,Canaro en Paris,tango,23,0.679,0.466,-9.988,0.0495,0.544,0.683,0.06,0.7,128.306,1,0,0,0
4sAgnJgFJjhG8wNfqc1tlj,Gunna;Chlöe,Hip Hop Slow Jamz,you & me,hip-hop,0,0.744,0.535,-9.499,0.0736,0.279,0.0,0.143,0.106,132.86,0,0,0,0
2EstAAPQZJAFF1MYDZJmJB,Najand,The November Revolution,Farda az Ane Shorahast,iranian,0,0.24,0.907,-4.051,0.0941,3.15e-05,0.757,0.421,0.0357,75.748,0,0,1,0
1srXTfCSDQZZcIdaLNpgSz,Burgerkill,Venomous,Only the Strong,death-metal,23,0.3,0.997,-2.443,0.095,0.000166,0.0241,0.463,0.196,122.021,0,0,1,0
7aAUBn95iXUX67K9AzUyzN,sadeyes,dropout,dropout,sad,43,0.541,0.849,-6.773,0.146,0.00487,5.09e-06,0.126,0.498,150.285,0,0,1,0
4yZFRsi0Jn2Ws7bLeyY67b,Felon;EKE,Fine Lines,Fine Lines,deep-house,60,0.64,0.945,-3.359,0.0678,0.0113,0.00025,0.0627,0.261,125.005,0,0,0,0
0uIYFHlplgxgrJDD7XgMt4,Bruno Mars;Anderson .Paak;Silk Sonic,Upbeat 20's,Skate,dance,4,0.708,0.598,-8.365,0.0291,0.037,0.0,0.17,0.698,112.027,0,0,0,0
4bTvf4iHFXDGvaeUfrhJjh,DJ Icey,Catalysts of the Catalog,I Dreamt Music,breakbeat,11,0.765,0.742,-5.462,0.145,0.012,0.0896,0.103,0.508,131.912,0,0,1,0
2AHctrKhJekyp7wIykP83U,Red Hot Chili Peppers,Return of the Dream Canteen,Shoot Me a Smile,funk,62,0.576,0.798,-6.691,0.0351,0.125,0.134,0.137,0.399,146.8,0,0,0,0
61n7TIudKqHdaIZwCIS8IL,Antonio Tarragó Ros,Taipero Poriahu,El Toro,folk,42,0.67,0.521,-13.571,0.119,0.122,0.742,0.315,0.788,95.868,0,0,1,0
69bWj2jifC1fbuiMxyGcw5,Jaska Mäkynen,Alla Etelän Taivaan,Alla Etelän Taivaan,tango,18,0.558,0.552,-9.254,0.0248,0.125,0.0,0.146,0.748,102.544,0,0,0,0
24vNJIb0lDqw9R084eYiQ6,Omar S;John FM,The Best!,Heard'chew Single,detroit-techno,39,0.808,0.727,-8.291,0.0841,0.00619,0.784,0.198,0.303,122.982,0,0,0,0
0q7oMII7kWTj1ZSX6GT6LU,ILLENIUM;Annika Wells,Awake,Crawl Outta Love,dubstep,59,0.377,0.723,-2.951,0.046,0.181,0.0,0.0815,0.167,84.139,0,0,0,0
1TdHueeRrDSNQd7xiK7UUC,Cradle Of Filth,Thornography [Special Edition],Stay,black-metal,34,0.532,0.772,-7.622,0.0434,0.0168,0.0164,0.112,0.189,120.077,0,0,0,0
0bhf5QzhPVVDrRnEK938gx,Zoe Wees,pov: it's 2021,Girls Like Us,german,0,0.529,0.648,-4.955,0.0422,0.288,0.0,0.0569,0.164,100.146,0,0,0,0
4a0qRi121ryIbl3jfcSROV,Keen' V;Dely Kate,Dilemme (feat. Dely Kate),Dilemme (feat. Dely Kate),french,33,0.788,0.673,-4.98,0.095,0.0787,8.26e-06,0.123,0.361,90.013,0,0,1,0
0FYD3N8NI3yQ8mKvIMDJol,Feid,El perreo es el futuro,Normal,reggae,0,0.709,0.56,-4.867,0.171,0.034,0.0,0.315,0.541,170.082,0,0,1,0
5dzKCZHfugPNGZn6VolIiE,Gary Stadler,Fairy Lullabies,For Tammi,new-age,22,0.231,0.0404,-21.792,0.0387,0.853,0.884,0.114,0.179,52.347,1,1,0,0
5nbzkaoGC4Ga3mxgezGo51,Tierra Whack,Best R&B Tunes,Link,soul,0,0.86,0.547,-10.638,0.0786,0.231,1.02e-06,0.146,0.467,150.074,0,0,0,0
37EJtTS7jT5WUyXGZzrwnI,Everclear,Sparkle And Fade,Santa Monica,grunge,71,0.491,0.942,-5.333,0.132,0.156,0.0,0.367,0.387,100.446,0,0,1,0
64IW9B6v46KqKD3DadcQ7g,GReeeeN,イカロス,イカロス,j-rock,35,0.605,0.941,-3.391,0.0869,0.136,0.0,0.391,0.612,159.932,0,0,1,0
399qLycR0H4b1fN0FZTLy5,Balsam Range,Papertown,Any Old Road (Will Take You There),bluegrass,23,0.635,0.627,-8.103,0.0313,0.874,4.55e-05,0.311,0.619,119.529,0,1,0,0
0MCmBvjVa6Jzo1az3uWghV,Wehbba,Dynamo,Dynamo,techno,42,0.644,0.979,-7.925,0.0531,0.000593,0.844,0.184,0.0383,134.021,0,0,0,0
7lTWdUAtKRdaRS0UbQD9y7,J Balvin,Noche de Halloween Latino,Morado,latin,2,0.881,0.696,-3.838,0.0797,0.136,4.06e-05,0.0927,0.781,97.002,0,0,1,0
0uyvc0R0wJ6Fu3E01UtlzJ,Miss May I,Shadows Inside,Shadows Inside,death-metal,54,0.381,0.969,-4.956,0.141,4.59e-06,1.47e-05,0.143,0.338,179.987,0,0,1,0
42wrGE9uzMGFettCcPThfl,The Beach Boys,Jingle Bell Rock 2022,God Only Knows - Mono / 1997 Remastered,rock,0,0.524,0.487,-7.525,0.0299,0.253,0.0,0.0579,0.482,117.108,0,0,0,0
5tzcReCKuj6qYbQQVS0ehG,UMEK,Cryptic Speech EP,Cryptic Speech - Original Mix,minimal-techno,50,0.741,0.948,-4.822,0.0439,0.00398,0.827,0.103,0.177,131.011,0,0,0,0
0FkcmHJOsWE80rlpzfT0Pq,Marilyn Manson,God's Gonna Cut You Down,God's Gonna Cut You Down,industrial,57,0.504,0.754,-5.182,0.0424,0.139,0.0,0.126,0.583,82.009,0,0,0,0
0nSda38ueNMdJgoSkwhC8u,Henrik Janson,Classical Baby Sleep Music,Orchestral Suite No. 3- II. Air on a G String,guitar,28,0.741,0.0484,-18.962,0.0596,0.961,0.899,0.107,0.202,117.062,1,1,0,0
7DYaCUAbEaQoEcVVOF81BS,Banty Foot;Thunder,#CCC,All The Best For Me,j-dance,20,0.641,0.538,-5.208,0.0415,0.469,0.0,0.204,0.762,101.894,0,0,0,0
55KYlnsC6nYnr3IykbmJwE,Three Days Grace,Life Starts Now,The Good Life,grunge,64,0.548,0.911,-3.701,0.0397,0.000345,0.0,0.23,0.654,128.036,0,0,0,0
1PpdWBJtZLDqDncfPOJH3p,Seinabo Sey,REGNIG DAG,Blue,soul,0,0.509,0.287,-11.02,0.0636,0.693,0.0,0.335,0.545,134.254,1,0,0,0
6hwWPRDh6wL6VsemOZEsl8,Zaunpfahl,Leben ist,Polizisten,german,39,0.384,0.927,-4.997,0.136,0.188,6.99e-06,0.428,0.479,145.27,0,0,1,0
0bbaUMJLmpkzBpsGN6rjdE,N.O.R.E.;Daddy Yankee;Nina Sky;Gemstar;Big Mato,Latin Urban Christmas Party,Oye Mi Canto,hardcore,32,0.677,0.946,-2.887,0.0548,0.184,3.73e-06,0.274,0.948,96.011,0,0,0,0
4jQCJchULcVfb3LTjJ5rn1,Bleeding Knees Club,Virginity,Have Fun,garage,28,0.149,0.981,0.803,0.0552,0.0768,0.0872,0.12,0.915,197.893,0,0,0,-1
3Jm1zyEniYRhfjdTuzqqaa,Maurice Ravel;Michael Davis;London Symphony Orchestra;Claudio Abbado,Clásica para los niños de hoy,"Ma mère l'Oye, M. 60: Apothéose: Le jardin féerique",classical,0,0.182,0.0436,-20.946,0.0358,0.908,0.82,0.112,0.0391,100.533,1,1,0,0
0CDucx9lKxuCZplLXUz0iX,Buena Onda Reggae Club,Disco 2,Song for Rollins,afrobeat,16,0.841,0.577,-7.544,0.0438,0.238,0.86,0.0571,0.843,90.522,0,0,0,0
4QNnM083UVPRBh6vDZzKTo,BAJOREK,Jestem niewinny,Jestem niewinny,disco,29,0.844,0.737,-7.398,0.0405,0.0584,0.0,0.122,0.954,140.001,0,0,0,0
3ksIpMf8hNYWAyTiMZJ6Xb,MEDUZA;Goodboys,Beginner Ride (Mixtape Vol. 1),Piece Of Your Heart,house,0,0.677,0.744,-6.806,0.0296,0.0405,0.000153,0.074,0.631,124.077,0,0,0,0
3M9Apu4OZfylLTFKvgEtKa,Tiësto;Jonas Blue;Rita Ora,Ritual,Ritual,trance,67,0.647,0.726,-4.389,0.0552,0.157,0.0,0.0844,0.767,114.996,0,0,0,0
4g1dMXihqGqrl3LCyvnXhb,Rusko,Everyday,Everyday - Netsky Remix,dub,50,0.363,0.934,-5.034,0.0485,0.000341,0.777,0.329,0.132,173.965,0,0,0,0
5momcZeBnYAHWzxTxVO0pq,Planet Hemp,Usuário,Fazendo a Cabeça,punk,42,0.698,0.73,-8.146,0.094,0.00786,8.57e-05,0.214,0.537,116.189,0,0,1,0
3vICQMmq6wjrPrbwsv6wSZ,Александр Цфасман;Владимир Захаров,Александр Цфасман и звёзды советской эстрады,Письмо к любимой,romance,0,0.432,0.227,-12.213,0.0554,0.993,0.00165,0.413,0.282,126.018,1,1,0,0
2wHTMZwkLbpM6LNkUBs2Xt,Sidhu Moose Wala,Moosetape,Calaboose,hip-hop,60,0.747,0.758,-6.289,0.0742,0.0568,0.0,0.331,0.56,149.776,0,0,1,0
0JCerv0mCCyf5IBIny6sYh,Dusty Decks,Cue Points,Cue Points,study,21,0.648,0.357,-8.105,0.0399,0.597,0.835,0.169,0.528,83.084,1,0,0,0
3DjikuHBJ4XGVgKBDjOxzy,Central 3,Estremecem (Ao Vivo),Estremecem - Ao Vivo,gospel,40,0.266,0.563,-7.234,0.0333,0.341,7.77e-06,0.26,0.255,147.925,0,0,0,0
63zBKEb0jpYXYrasyfGr4S,Rvssian;Future;Lil Baby,GANG GANG - HIP HOP & RAP,M&M,latino,1,0.739,0.525,-5.52,0.386,0.257,0.0,0.111,0.418,139.086,0,0,1,0
4vuJBFn3pjgac1NPJoVvly,Planetshakers,Greater (Live),It Is Done - Live,world-music,41,0.5,0.937,-4.606,0.0886,0.00633,0.0,0.686,0.341,131.988,0,0,1,0
7mMkw0JFKnyMS6oGRT6b3O,A.R. Rahman;Shreya Ghoshal,Vinnathaandi Varuvaayaa (Original Motion Picture Soundtrack),Mannipaaya,pop-film,61,0.389,0.485,-8.961,0.0348,0.7,3.28e-05,0.122,0.249,175.991,1,1,0,0
6T1E8SoRoxLuVvdtGREVY2,Tommyknocker;The Braindrillerz;MC Ghost,Weed song,Weed song,happy,17,0.532,0.754,-8.811,0.0559,0.0199,4.51e-06,0.0636,0.309,95.043,0,0,0,0
2vVVKj5p0Lb3Kc3Grs37Ls,James Brown,A Very 60s Christmas,Santa Claus Go Straight To The Ghetto,funk,0,0.639,0.61,-6.101,0.0446,0.481,0.0,0.203,0.812,139.608,0,0,0,0
2c00DlvpzthGKcyXpe5GHa,Omah Lay,Bad Influence,Bad Influence,dancehall,63,0.861,0.508,-10.648,0.176,0.586,0.323,0.109,0.728,96.909,0,0,1,0
